"Administrador","Anden Derecho","Anden Izquierdo","Carretera","Poste de Referencia","Distancia","Fecha de Construcción","Fecha de Inspección","Luces","Luz Maxima","Luz Minima","Luz Total","Material","Nombre","Sección Longitudinal","Sección Transversal","Tablero","Via","point"
"ANI","0","0","Monterrey - Yopal","20","720","1.996","2012.06.06","1","11","11","11","20","Sin Nombre","10","10","9.38","6512","POINT (-72.7680069846315 4.81759663396538)"
"ANI","0","0","Monterrey - Yopal","19","187","1.996","2012.06.06","1","20.1","20.1","20.1","20","El Vigia (La Concepción)","10","14","9.32","6512","POINT (-72.7816342853314 4.81548749744112)"
"ANI","0","0","Monterrey - Yopal","17","609","1.996","2012.06.15","2","38.55","20.8","59.35","30","Guafal","10","13","8.97","6512","POINT (-72.7944158743254 4.81769800809815)"
"ANI","0","0","Monterrey - Yopal","13","250","1.996","2012.06.15","1","23.05","23.05","23.05","20","Garagoa (Casa de Piedra)","10","14","9.26","6512","POINT (-72.8272376774182 4.83689792354419)"
"ANI","0","0","Monterrey - Yopal","10","360","1.996","2012.06.15","4","4.7","3.9","17.1","20","Caño Seco","42","10","10.76","6512","POINT (-72.8463706962466 4.84687136766437)"
"ANI","0","0","Monterrey - Yopal","6","67","1.996","2012.06.15","1","26.1","26.1","26.1","20","Caño Oso","10","14","9.4","6512","POINT (-72.8806040383766 4.846047788117)"
"ANI","0","0","Monterrey - Yopal","4","970","1.996","2012.06.15","1","23.25","23.25","23.25","20","Caño Guamo","10","14","9.27","6512","POINT (-72.8833322630628 4.85565883650359)"
"ANI","0","0","Monterrey - Yopal","3","247","1.996","2012.06.16","3","42.75","42.65","128.05","30","Caño Grande","10","13","9.3","6512","POINT (-72.8835511090876 4.86905732968361)"
"ANI","0","0","Monterrey - Yopal","2","780","1.99","2012.06.15","1","11.1","11.1","11.1","20","Valla Verde","10","10","9.3","6512","POINT (-72.8868622724031 4.8716292924634)"
"ANI","0","0","Monterrey - Yopal","2","283","1.99","2012.06.16","1","11.06","11.06","11.06","20","Guarataro","10","10","9.25","6512","POINT (-72.8876492379653 4.87581814788189)"
"ANI","0","0","Monterrey - Yopal","1","268","1.99","2012.06.16","1","22","22","22","20","Leche Miel","10","14","9.36","6512","POINT (-72.8922283636396 4.88345680597668)"
"ANI","6","0","Monterrey - Yopal","0","7","1.99","2012.06.16","3","39.25","34.9","112.75","30","Tua","10","13","6.72","6512","POINT (-72.9009687109301 4.88568979427773)"
"ANI","0","0","Barranca de Upía - Monterrey","41","89","1.99","2012.06.28","1","14.6","14.6","14.6","20","Quemones","10","14","9.3","6511","POINT (-72.9550563233008 4.83890200778393)"
"ANI","0","0","Barranca de Upía - Monterrey","48","939","1.99","2012.06.16","1","12.6","12.6","12.6","20","Guadalajara (El Porvenir)","10","14","9.3","6511","POINT (-72.9043386194023 4.88172765142044)"
"ANI","0","0","Barranca de Upía - Monterrey","47","248","1.99","2012.06.16","1","18.6","18.6","18.6","20","El Muerto (Don Joselin)","10","14","9.3","6511","POINT (-72.9146592719809 4.87053455235619)"
"ANI","0","0","Barranca de Upía - Monterrey","44","338","1.99","2012.06.19","1","25.6","25.6","25.6","20","El Tigre","10","14","9","6511","POINT (-72.9283087777893 4.8485550653124)"
"ANI","0","0","Barranca de Upía - Monterrey","42","90","1.997","2012.06.18","1","12.6","12.6","12.6","20","Los Nova (El Limón)","10","14","9.3","6511","POINT (-72.9475137170051 4.8432543623404)"
"ANI","0","0","Barranca de Upía - Monterrey","40","597","1.997","2012.06.18","1","16.5","16.5","16.5","20","Iguará","10","14","9.3","6511","POINT (-72.9573347150617 4.83507222944215)"
"ANI","0","0","Barranca de Upía - Monterrey","38","827","1.997","2012.06.18","1","16.6","16.6","16.6","20","Melera (La Melena)","10","14","9.32","6511","POINT (-72.9673100011791 4.82271313060314)"
"ANI","0","0","Barranca de Upía - Monterrey","36","470","1.997","2012.06.18","1","10.6","10.6","10.6","20","Caño Grande (La Gileña)","10","14","9.25","6511","POINT (-72.9805045687453 4.80638053525936)"
"ANI","0","0","Barranca de Upía - Monterrey","32","169","1.997","2012.06.15","1","18.5","18.5","18.5","20","Guacaba (La Esperanza)","10","14","9.32","6511","POINT (-73.0023410009168 4.77536958151027)"
"ANI","0","0","Barranca de Upía - Monterrey","3","564","1.997","2012.06.16","1","15.6","15.6","15.6","20","Q. Upia (La Conquista)","10","14","9.3","6511","POINT (-72.9307980330453 4.58459865039961)"
"ANI","0","0","Barranca de Upía - Monterrey","0","611","1.997","2012.06.08","1","16","16","16","20","La Pedregosa","10","13","8","6511","POINT (-72.953604631771 4.57603226368372)"
"ANI","0","0","Villavicencio - Barranca de Upía","15","580","1.997","2012.04.28","3","35","35","10.08","32","15+0580","10","13","10.08","6510","POINT (-73.5669411882002 4.25896573619376)"
"ANI","0","0","Villavicencio - Barranca de Upía","15","419","1.997","2012.04.28","2","35","35","11.96","32","15+0419","10","13","11.96","6510","POINT (-73.5674949053221 4.25783218271459)"
"ANI","0","0","Villavicencio - Barranca de Upía","0","582","1.997","2012.04.28","12","35","35","11","32","0+0582","10","13","11","6510","POINT (-73.6281452373968 4.16020545583408)"
"ANI","1.2","1.2","Villavicencio - Barranca de Upía","0","82","1.997","2012.04.28","12","35","35","420","32","Puente Guatiquia","10","13","10.5","6510","POINT (-73.6309385016487 4.15665909922701)"
"ANI","1.05","1.05","Villavicencio - Barranca de Upía","107","15","1.977","2012.04.28","13","51.4","14","585.6","32","Rio Upía","30","14","11","6510","POINT (-72.9631970694837 4.57154767325546)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","98","662","1.98","2012.04.29","1","16.2","16.2","16.2","20","Caño Venecia","10","13","8.08","6510","POINT (-73.0360546293638 4.56526724410855)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","87","124","1.997","2012.04.29","1","45.9","45.9","45.9","32","Cabuyarito","10","13","9","6510","POINT (-73.1059560399107 4.49160894966844)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","83","222","1.997","2012.04.29","1","31.35","31.35","31.3","32","Maya","10","13","9","6510","POINT (-73.1373017609982 4.4821712516385)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","78","655","1.997","2012.04.30","1","19.8","19.8","19.8","20","Caño Macapay","10","14","8.3","6510","POINT (-73.1517449082522 4.45281031321071)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","76","50","1.997","2012.04.30","1","19.7","19.7","19.7","20","Rayo","10","14","8.3","6510","POINT (-73.1707237985934 4.440745375584)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","71","456","1.997","2012.04.30","1","21.8","21.8","21.8","20","Caño Palomas","10","13","8","6510","POINT (-73.1759373084217 4.40353627803355)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","56","535","1.997","2012.05.01","3","38.42","38.4","115.23","32","Humea","10","14","7.85","6510","POINT (-73.2923779008104 4.39152622715938)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","55","775","1.997","2012.05.01","1","13","13","13","20","Arenal","10","13","9.7","6510","POINT (-73.2986469504158 4.38919956851945)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","52","391","1.997","2012.05.02","1","33.8","33.8","33.8","32","Nancuyá","10","13","9.66","6510","POINT (-73.3080446826882 4.36069518045269)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","42","693","1.997","2012.05.12","1","16.5","16.5","16.5","20","El Boquerón","10","13","9.55","6510","POINT (-73.3758094310487 4.33493080111584)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","39","391","1.997","2012.05.03","1","11.1","11.1","11.1","20","El Cajuche","10","13","9.6","6510","POINT (-73.4014299231824 4.32720613125716)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","37","300","1.997","2012.05.05","3","30.44","30.07","90.82","51","Guacavía","31","14","6.8","6510","POINT (-73.4123871250905 4.31244085225201)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","35","103","1.997","2012.04.05","1","11.4","11.4","11.4","20","Atascosa","10","13","9.6","6510","POINT (-73.414921769412 4.29286317873189)"
"ANI","0.95","0.95","Villavicencio - Barranca de Upía","18","335","1.997","2012.04.26","2","32.18","24.68","56.86","30","El Caney","20","14","11.9","6510","POINT (-73.545153398452 4.26652568759865)"
"ANI","1.25","1.25","Villavicencio - Barranca de Upía","15","900","1.997","2012.04.12","3","74.65","57.8","190.25","51","Upín Nuevo","20","12","11","6510","POINT (-73.5648270667917 4.2609300579673)"
"ANI","1","1.05","Villavicencio - Barranca de Upía","15","880","1.997","2012.04.28","3","31.75","31.45","94.78","32","Upín","10","14","10.08","6510","POINT (-73.564959403725 4.26080735274719)"
"ANI","0.3","0.3","Villavicencio - Barranca de Upía","13","137","1.997","2012.04.25","2","25.7","25.68","51.38","30","Quebrada Salinas","10","14","8","6510","POINT (-73.5764203035172 4.24162932436455)"
"ANI","1.2","1.2","Villavicencio - Barranca de Upía","0","17","1.997","2012.04.20","6","70","70","420","51","Guatiquía viejo","10","41","5.3","6510","POINT (-73.6312130499158 4.15615232825085)"
"ANI","1.2","1.2","Villavicencio - Barranca de Upía","0","0","1.997","2012.04.21","12","35.15","34.85","420.58","32","Guatiquia Nuevo","10","13","11","6510","POINT (-73.6312284621124 4.15599938100607)"
"Conc. Depart.","0.75","0.75","Ye de Granada - Villavicencio","71","844","1.997","2012.04.18","1","12","12","12","20","Palmeras","10","13","9.7","6509","POINT (-73.6605504493406 4.09841288291695)"
"ANI","0.75","0.75","Ye de Granada - Villavicencio","68","917","1.997","2012.04.17","1","15.3","15.3","15.3","20","El Cucharón","10","13","9.05","6509","POINT (-73.6805581793645 4.08143807095279)"
"ANI","0.75","0.75","Ye de Granada - Villavicencio","64","809","1.997","2012.04.16","1","23.1","23.1","23.1","51","La Unión (64+0350)","10","14","11.08","6509","POINT (-73.7107155410041 4.06847329356028)"
"ANI","0.7","0.25","Ye de Granada - Villavicencio","62","149","1.997","2012.04.16","2","39.5","38.1","77.6","30","Ocoa","31","14","9.75","6509","POINT (-73.7277342728952 4.05261422252626)"
"ANI","0.7","0.25","Ye de Granada - Villavicencio","57","857","1.997","2012.04.15","6","47","10","166.8","20","Guayuriba  viejo","21","52","6.5","6509","POINT (-73.764953030691 4.04962395582095)"
"ANI","0.7","0.25","Ye de Granada - Villavicencio","57","800","1.997","2009.12.26","7","33.6","33","234.5","30","Guayuriba nuevo","10","14","8.95","6509","POINT (-73.7654651371221 4.04964780511802)"
"ANI","0.45","0.45","Ye de Granada - Villavicencio","55","240","1.961","2012.04.14","1","13.25","13.25","13.25","20","Chupao (55+0290)","10","14","9.2","6509","POINT (-73.7748081415522 4.03096331377215)"
"ANI","0.45","0.45","Ye de Granada - Villavicencio","53","858","1.961","2012.04.14","1","56.87","56.87","56.87","51","Sardinata I (53+0955)","10","40","9.07","6509","POINT (-73.7762465561156 4.01856642482865)"
"ANI","0.6","0.6","Ye de Granada - Villavicencio","52","560","1.961","2012.04.14","1","12.5","12.5","12.5","20","Colonia Penal (52+0370)","10","14","8.4","6509","POINT (-73.7733079924526 4.01003766022849)"
"ANI","0.6","0.6","Ye de Granada - Villavicencio","50","384","1.961","2012.04.13","1","27.76","27.76","27.76","30","Acacias (50+0500)","10","14","10","6509","POINT (-73.7652981491483 3.99151881952041)"
"ANI","0.9","0.46","Ye de Granada - Villavicencio","48","430","1.961","2012.04.13","2","35.85","13.6","49.45","21","Playón (45+430)","10","14","8.6","6509","POINT (-73.7671582225861 3.97342128945415)"
"ANI","0.9","0.46","Ye de Granada - Villavicencio","43","609","1.961","2012.04.12","1","19.9","19.9","19.9","20","Orotoy (43+0750)","10","14","8.62","6509","POINT (-73.7676955392776 3.93015910495065)"
"ANI","0.9","0.46","Ye de Granada - Villavicencio","43","431","1.961","2012.04.21","1","10.5","10.5","10.5","20","Las Guaduas (43+0500)","10","14","8.5","6509","POINT (-73.7684931370729 3.92876295027196)"
"ANI","0.9","0.46","Ye de Granada - Villavicencio","42","346","1.961","2012.04.12","1","10.4","10.4","10.4","20","Puerto Tamal (42+0410)","10","14","8.45","6509","POINT (-73.7700313306878 3.91812415098224)"
"ANI","0.9","0.46","Ye de Granada - Villavicencio","37","138","1.961","2012.04.12","5","31.35","31","156.83","51","Guamal (37+0220)","11","40","6.4","6509","POINT (-73.7744740619392 3.87209709823781)"
"ANI","0.9","0.46","Ye de Granada - Villavicencio","30","266","1.988","2012.04.10","2","14.15","14.09","28.24","20","Caño Camelia (30+0350)","10","14","8.64","6509","POINT (-73.7496472929229 3.81650799404469)"
"ANI","0.9","0.46","Ye de Granada - Villavicencio","29","925","1.988","2012.04.10","3","21.86","21.34","65.02","21","Humadea (30 + 0015)","10","13","6.45","6509","POINT (-73.7511166806182 3.81362310128878)"
"ANI","0.9","0.46","Ye de Granada - Villavicencio","29","600","1.988","2012.04.12","1","55.5","55.5","55.5","50","Caño Seco (29+0500)","10","14","9.95","6509","POINT (-73.7497775712973 3.81119786008102)"
"ANI","0.46","0.46","Ye de Granada - Villavicencio","28","833","1.988","2012.04.12","1","13.4","13.4","13.4","20","Puente No. 2","10","14","8.48","6509","POINT (-73.7475476833682 3.80507099134854)"
"ANI","0.46","0.46","Ye de Granada - Villavicencio","27","417","1.988","2012.04.07","1","19.45","19.45","19.45","20","Caño Marayal (27+0520)","10","14","8.62","6509","POINT (-73.7398129347564 3.79492024489519)"
"ANI","0.46","0.46","Ye de Granada - Villavicencio","14","312","1.988","2012.04.07","1","19.18","19.18","19.18","20","Caño Camoa","10","14","10.65","6509","POINT (-73.7029840699342 3.69338751335145)"
"ANI","0.46","0.46","Ye de Granada - Villavicencio","8","665","1.988","2012.04.07","2","16.01","16.01","32.03","20","Caño Iraca (6+0700)","10","14","10.7","6509","POINT (-73.7047333127171 3.64872550903059)"
"ANI","0.46","0.46","Ye de Granada - Villavicencio","3","157","1.988","2012.04.06","1","11.05","11.05","11.05","20","Puente No. 1 (3+0120)","10","14","10.72","6509","POINT (-73.7095673290701 3.59946415862578)"
"INVIAS","0.46","0.46","Cruce Puerto Rico - Ye de Granada","100","307","1.988","2012.07.04","1","10","10","10","20","Caño Irique","10","13","10.6","6508","POINT (-73.695470618039 3.52377748842431)"
"INVIAS","0.46","0.46","Cruce Puerto Rico - Ye de Granada","56","300","1.988","2012.07.04","3","33.33","9.07","48.5","51","Caño Iracá","10","13","8","6508","POINT (-73.416633784548 3.33610389386019)"
"INVIAS","0.46","0.46","Cruce Puerto Rico - Ye de Granada","50","635","1.988","2012.04.30","1","36.7","36.7","32.4","51","Caño Chinata","10","13","8.15","6508","POINT (-73.3816544113298 3.30465241693804)"
"INVIAS","0.46","0.46","Cruce Puerto Rico - Ye de Granada","31","230","1.988","2012.04.30","1","36.7","36.7","36.7","51","Morichito","10","13","8.15","6508","POINT (-73.2884803705298 3.25443714089413)"
"INVIAS","0.46","0.46","Cruce Puerto Rico - Ye de Granada","20","450","1.988","2012.04.30","1","26.6","26.6","26.6","30","Chafurray","10","13","8","6508","POINT (-73.248457279569 3.18323418711314)"
"INVIAS","0.46","0.46","Cruce Puerto Rico - Ye de Granada","14","900","1.988","2012.04.29","1","21.5","21.5","21.5","30","Guichiral","10","13","8.6","6508","POINT (-73.2074772511814 3.16171332880408)"
"INVIAS","0.46","0.46","Cruce Puerto Rico - Ye de Granada","8","200","1.988","2012.04.29","1","30.45","30.45","30.45","51","San Vicente","10","13","8","6508","POINT (-73.1694659641133 3.11734774264113)"
"INVIAS","0.46","0.46","Cruce Puerto Rico - Ye de Granada","3","364","1.988","2012.04.29","2","26.55","26.55","53.1","30","Mamonas","10","13","8","6508","POINT (-73.1385158462051 3.09229176882806)"
"INVIAS","0.46","0.46","San José del Guaviare - Cruce Puerto Rico","88","10","2.005","2012.04.28","1","32.15","32.15","32.15","30","La Torre","10","13","8.6","6507","POINT (-73.011092702637 3.01788292279449)"
"INVIAS","0.46","0.46","San José del Guaviare - Cruce Puerto Rico","58","460","2.005","2012.04.28","3","30.62","8.64","47.9","20","Pororio","10","13","9.6","6507","POINT (-72.8583269679478 2.84764728266699)"
"INVIAS","0.46","0.46","San José del Guaviare - Cruce Puerto Rico","48","300","2.005","2006.12.17","1","27.53","27.53","27.53","50","Palomas (Paso provisional)","10","80","4.44","6507","POINT (-72.7839845182196 2.8075416403502)"
"INVIAS","0.46","0.46","San José del Guaviare - Cruce Puerto Rico","47","349","2.005","2012.04.28","1","26.8","26.8","26.8","32","Palomas","10","13","8","6507","POINT (-72.7769585977102 2.80380219855601)"
"INVIAS","0.46","0.46","San José del Guaviare - Cruce Puerto Rico","40","464","2.012","2012.04.28","1","34.45","34.45","34.45","21","Guarupayas","10","12","10.3","6507","POINT (-72.7392253279306 2.75913886679323)"
"INVIAS","1.1","1.1","San José del Guaviare - Cruce Puerto Rico","16","10","1.998","2012.07.03","20","110","24.74","914.44","30","Puente Nowen","21","30","11.43","6507","POINT (-72.7504399914003 2.56774587484965)"
"INVIAS","0.82","0.82","San José del Guaviare - Cruce Puerto Rico","13","50","1.996","2012.04.28","4","4.08","4.08","16.9","20","La Cristalina","42","10","8.25","6507","POINT (-72.7310301967321 2.5534015271462)"
"INVIAS","0.82","0.82","San José del Guaviare - Cruce Puerto Rico","12","250","1.996","2012.04.28","4","4.03","4","17","20","Caño Negro II","42","10","10.7","6507","POINT (-72.7269694816546 2.54843831222344)"
"INVIAS","0.82","0.82","San José del Guaviare - Cruce Puerto Rico","12","40","1.996","2012.04.28","4","4.35","4.35","17.55","20","Caño Negro I","42","10","11.2","6507","POINT (-72.7254528680202 2.54730991837304)"
"INVIAS","0.82","0.82","San José del Guaviare - Cruce Puerto Rico","6","165","1.996","2012.04.28","1","15.7","15.7","15.7","20","Caño La María","10","13","7.6","6507","POINT (-72.6853271671049 2.533907198179)"
"INVIAS","0.82","0.82","Puerto Rico - Mina Blanca","63","427","1.996","2012.07.26","3","89","15.8","120.6","50","Siberia","10","50","11.6","6504","POINT (-74.7783681472855 2.17909710797011)"
"INVIAS","0","0","Puerto Rico - Mina Blanca","48","400","1.982","2012.07.20","1","36.1","36.1","36.1","31","Arenoso","10","14","8","6504","POINT (-74.8121904745464 2.10900252804516)"
"INVIAS","0","0","Puerto Rico - Mina Blanca","46","50","1.982","2012.07.18","1","12.6","12.6","12.6","20","Ureya","10","14","10.9","6504","POINT (-74.822740309066 2.09162480233034)"
"INVIAS","0","0","Puerto Rico - Mina Blanca","40","800","1.982","2012.07.18","1","39","39","39","31","Las Ceibas","10","14","8","6504","POINT (-74.8566020150072 2.0630364571618)"
"INVIAS","0","0","Puerto Rico - Mina Blanca","23","340","1.982","2013.01.29","1","61.1","61.1","61.1","50","Riecito","10","41","8","6504","POINT (-74.9846124800723 2.00782103285787)"
"INVIAS","0","0","Puerto Rico - Mina Blanca","20","800","1.982","2012.07.18","1","20.6","20.6","20.6","20","Rastrera","10","14","8","6504","POINT (-75.0051695429137 2.01014928963273)"
"INVIAS","0","0","Puerto Rico - Mina Blanca","14","800","1.982","2012.07.19","1","31.2","31.2","31.2","31","La Doncello","10","14","8","6504","POINT (-75.0280226206048 1.96598869778517)"
"INVIAS","0","0","Puerto Rico - Mina Blanca","9","51","1.982","2012.05.09","2","31","31","62","31","El Aguila","10","14","8","6504","POINT (-75.0756875738633 1.9468129924898)"
"INVIAS","0","0","Puerto Rico - Mina Blanca","7","863","1.982","2012.07.13","1","13","13","13","20","La Josefa","10","14","9.54","6504","POINT (-75.0854098617859 1.94272116740541)"
"INVIAS","0","0","Puerto Rico - Mina Blanca","3","467","1.982","2012.07.13","4","61.1","29","12","50","El Desquite","10","13","8","6504","POINT (-75.1191502622361 1.92664247417631)"
"INVIAS","0","0","Florencia - Puerto Rico","96","500","1.982","2012.07.13","4","61.1","29","159.5","50","Guayas","10","13","8","6503","POINT (-75.1505258215515 1.92125588884315)"
"INVIAS","0","0","Florencia - Puerto Rico","95","100","1.998","2012.07.13","2","35.8","35.6","71.4","30","Damas","10","14","8.05","6503","POINT (-75.160489926893 1.91440678276375)"
"INVIAS","0","0","Florencia - Puerto Rico","89","600","1.998","2012.07.13","3","30.3","30.2","90.8","31","Montecristo","10","13","8.05","6503","POINT (-75.1888934872635 1.8779541422495)"
"INVIAS","0","0","Florencia - Puerto Rico","84","877","1.998","2012.07.13","1","11.2","11.2","11.2","31","Sabalo","10","13","8.3","6503","POINT (-75.2119535566881 1.84320434390591)"
"INVIAS","0","0","Florencia - Puerto Rico","83","813","1.998","2012.07.12","1","20","20","20","20","Salado","10","13","8","6503","POINT (-75.2162623837114 1.83594642602706)"
"INVIAS","0","0","Florencia - Puerto Rico","83","0","1.998","2012.05.09","1","42.1","42.1","42.1","30","Esmeralda","10","14","8.06","6503","POINT (-75.2185745354067 1.82932548715501)"
"INVIAS","0","0","Florencia - Puerto Rico","79","900","1.998","2012.07.12","1","17.2","17.2","17.2","20","Coconuco","10","13","8","6503","POINT (-75.214563764026 1.80147533972062)"
"INVIAS","0","0","Florencia - Puerto Rico","75","44","1.998","2012.07.12","1","19.2","19.2","19.2","20","Nemal","10","13","8.03","6503","POINT (-75.2280316308599 1.76587282948627)"
"INVIAS","1.22","1.22","Florencia - Puerto Rico","73","264","1.998","2012.07.12","1","21.9","21.9","21.9","31","San José","10","13","8","6503","POINT (-75.2366549427905 1.75298240819059)"
"INVIAS","1.2","1.2","Florencia - Puerto Rico","69","20","1.998","2012.07.12","3","28.5","28","84.5","30","Granada","10","14","10.2","6503","POINT (-75.2483482924306 1.72019165285569)"
"INVIAS","0","0","Florencia - Puerto Rico","68","550","1.997","2012.07.06","1","12.7","12.7","12.7","20","Morrocoya","10","13","8","6503","POINT (-75.2506434458223 1.71715215186172)"
"INVIAS","0","0","Florencia - Puerto Rico","62","650","1.997","2012.07.06","1","19.5","19.5","19.5","20","Doncello","10","13","8.1","6503","POINT (-75.2871811920586 1.68623210348733)"
"INVIAS","0","0","Florencia - Puerto Rico","61","750","1.997","2012.07.06","1","16.4","16.4","16.4","20","Anaya","10","13","6.9","6503","POINT (-75.2868400904666 1.6777215881877)"
"INVIAS","0","0","Florencia - Puerto Rico","56","750","1.997","2012.06.15","1","17.2","17.2","17.2","20","Quebradón","10","13","8.1","6503","POINT (-75.3020134511639 1.63644004700723)"
"INVIAS","0","0","Florencia - Puerto Rico","55","600","1.997","2012.07.06","1","11.9","11.9","11.9","20","Diabla","10","13","8","6503","POINT (-75.3037476569923 1.62634003254378)"
"INVIAS","0","0","Florencia - Puerto Rico","55","300","1.997","2012.07.05","1","11.56","11.56","11.56","20","Peneya","10","13","8.05","6503","POINT (-75.3041969698708 1.62366556456466)"
"INVIAS","0","0","Florencia - Puerto Rico","52","0","1.997","2012.07.05","1","13.9","13.9","13.9","20","Niña","10","14","8","6503","POINT (-75.3142858899856 1.60097489914962)"
"INVIAS","0","0","Florencia - Puerto Rico","50","823","1.997","2012.07.05","1","11.15","11.15","11.15","20","Esperanza","10","13","8","6503","POINT (-75.3154565523308 1.59057868266562)"
"INVIAS","0","0","Florencia - Puerto Rico","50","550","1.997","2012.07.06","1","11.4","11.4","11.4","20","Paujilera","10","13","7.9","6503","POINT (-75.3156447147572 1.58813742670076)"
"INVIAS","0.75","0.4","Florencia - Puerto Rico","46","257","1.997","2012.07.05","1","11","11","11","20","Roto","10","13","8.05","6503","POINT (-75.3330739361524 1.55793616774548)"
"INVIAS","0.7","0.8","Florencia - Puerto Rico","44","500","1.997","2012.07.05","2","21.1","1.1","22.2","20","Borugo","10","14","7.95","6503","POINT (-75.3355385768859 1.54261523288552)"
"INVIAS","0","0","Florencia - Puerto Rico","41","883","1.997","2012.06.26","1","16.2","16.2","16.2","20","Líbano","10","13","8","6503","POINT (-75.3426343527184 1.52052965655123)"
"INVIAS","0","0","Florencia - Puerto Rico","38","299","1.997","2012.06.26","1","15.7","15.7","15.7","20","Delicias","10","13","7.97","6503","POINT (-75.3629271002794 1.4985790010792)"
"INVIAS","0","0","Florencia - Puerto Rico","26","685","1.997","2012.06.26","2","21.7","9.2","30.9","20","Montañita","10","13","7.55","6503","POINT (-75.4373568190845 1.48195424838231)"
"INVIAS","0","0","Florencia - Puerto Rico","21","287","1.997","2012.06.26","1","14.1","14.1","14.1","20","Las Margaritas","10","13","6.72","6503","POINT (-75.467997808243 1.51408020581359)"
"INVIAS","0","0","Florencia - Puerto Rico","18","978","1.997","2012.06.27","2","60.3","14.67","74.97","50","San Pedro","50","42","5.4","6503","POINT (-75.4794682188313 1.52571593299726)"
"INVIAS","0","0","Florencia - Puerto Rico","12","109","1.997","2012.06.27","1","12.2","12.2","12.2","20","Puerto Arango","10","13","8.03","6503","POINT (-75.5253722824145 1.53103195905762)"
"INVIAS","0","0","Florencia - Puerto Rico","10","288","1.997","2012.06.27","1","14.15","14.15","14.15","20","San Vicente","10","13","8","6503","POINT (-75.5263674137923 1.54409103778607)"
"INVIAS","0","0","Florencia - Puerto Rico","8","575","1.997","2012.06.08","3","80.15","22.5","10.4","50","Cristalina","50","42","5.42","6503","POINT (-75.5269120592823 1.55944648072287)"
"INVIAS","0","0","Florencia - Puerto Rico","7","927","1.997","2012.06.08","3","80.15","22.5","125.35","50","Orteguaza","50","42","5.42","6503","POINT (-75.5302683560507 1.56358599310625)"
"INVIAS","1.5","1.5","San José del Fragua - Florencia","57","327","1.997","2012.05.31","2","16.6","11.36","27.96","20","La Yuca","10","14","11","6502","POINT (-75.6378190138113 1.60774869259335)"
"INVIAS","0","0","San José del Fragua - Florencia","55","52","1.997","2012.05.31","1","11.4","11.4","11.4","20","La Manigua","10","13","8","6502","POINT (-75.6456465648031 1.58879995377974)"
"INVIAS","0","0","San José del Fragua - Florencia","49","8","1.997","2012.05.31","1","27.6","27.6","27.6","50","La Mochilero","10","42","3.3","6502","POINT (-75.6753790029055 1.54906371999133)"
"INVIAS","0","0","San José del Fragua - Florencia","40","431","1.997","2012.05.30","1","10.5","10.5","10.5","20","Morelia","10","13","8.1","6502","POINT (-75.713474124969 1.50553666937299)"
"INVIAS","0","0","San José del Fragua - Florencia","38","700","1.997","2012.05.30","1","49.4","49.4","49.4","50","Bodoquero","10","42","6.83","6502","POINT (-75.7248709530207 1.49830327268353)"
"INVIAS","0","0","San José del Fragua - Florencia","35","868","1.997","2012.05.29","1","10.05","10.05","20.4","20","Corcuncha","10","13","7.6","6502","POINT (-75.7384135910113 1.48525181413663)"
"INVIAS","0","0","San José del Fragua - Florencia","35","15","1.997","2012.05.29","1","10.05","10.05","10.05","20","Bateas","10","13","7.6","6502","POINT (-75.7453008267841 1.483652328907)"
"INVIAS","0","0","San José del Fragua - Florencia","33","428","1.997","2012.05.29","1","11.9","11.9","11.9","20","Barrialosa","10","13","8.08","6502","POINT (-75.7581086418818 1.47704468556841)"
"INVIAS","0","0","San José del Fragua - Florencia","31","921","1.997","2012.05.29","1","37.2","37.2","37.2","31","Aguascalientes","10","14","8","6502","POINT (-75.7693900396031 1.4773735236832)"
"INVIAS","0","0","San José del Fragua - Florencia","30","752","1.997","2012.05.08","1","13","13","13","20","La Saladito","10","14","8","6502","POINT (-75.7794155020911 1.47458833411791)"
"INVIAS","0","0","San José del Fragua - Florencia","28","650","1.997","2012.05.29","1","12.5","12.5","12.5","20","La Magiña","10","13","8.1","6502","POINT (-75.7887438344938 1.4604328681366)"
"INVIAS","0","0","San José del Fragua - Florencia","25","782","1.997","2012.05.22","1","15.1","15.1","15.1","20","La Chocho","10","13","8","6502","POINT (-75.8112683173997 1.44869477946098)"
"INVIAS","0","0","San José del Fragua - Florencia","22","458","1.997","2012.05.22","1","11.1","11.1","11.1","20","El Salado","10","13","8","6502","POINT (-75.8385314456196 1.43777588081146)"
