"Administrador","Anden Derecho","Anden Izquierdo","Carretera","Poste de Referencia","Distancia","Fecha de Construcción","Fecha de Inspección","Luces","Luz Maxima","Luz Minima","Luz Total","Material","Nombre","Sección Longitudinal","Sección Transversal","Tablero","Via","point"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","44","785","1.982","2012.05.16","1","0","6","12.6","20","44+785","10","14","6.8","9006","POINT (-75.1787791861159 10.6111663769469)"
"ANI","0.9","0.9","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","43","400","1.982","2012.05.16","1","25","25","25","30","Pozo Ronco","10","14","11","9006","POINT (-75.1911384466831 10.6103115217161)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","43","600","1.982","2012.05.16","1","0","2","13.8","20","43+600","42","10","2.4","9006","POINT (-75.1893744379499 10.6098403745462)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","43","470","1.982","2012.05.16","1","0","2","12.65","20","43+470","42","10","2.4","9006","POINT (-75.1905209144246 10.6101468728652)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","43","370","1.982","2012.05.16","1","0","2","12.55","20","43+370","42","10","2.4","9006","POINT (-75.1914032044093 10.6103817193254)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","43","248","1.982","2012.05.16","1","0","2","12.6","20","43+248","42","10","2.4","9006","POINT (-75.1924790544401 10.6106700983991)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","42","940","1.982","2012.05.16","1","0","2","12.7","20","42+940","42","10","2.4","9006","POINT (-75.19502695991 10.6113426199931)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","42","375","1.982","2012.05.16","1","0","2","12.5","20","42+375","42","10","2.4","9006","POINT (-75.1997058777935 10.6133676129507)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","40","530","1.982","2012.05.16","1","0","3","12.6","20","40+530","42","10","3.4","9006","POINT (-75.2108493818173 10.6247579683267)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","39","286","1.982","2012.05.16","1","0","2.9","12.9","20","39+286","42","10","3.3","9006","POINT (-75.2214191854287 10.6277323995427)"
"ANI","0.9","0.9","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","29","405","1.982","2012.05.16","5","3.7","3","17.7","20","Arroyo Chiquito","42","10","12","9006","POINT (-75.2960619268946 10.5935729903336)"
"INVIAS","0.9","0.9","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","117","368","1.982","2012.08.03","2","21.3","21.3","42.6","20","La Cordialidad","10","14","16.62","9006","POINT (-74.8339101915087 10.9433268957087)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","116","800","2.01","2012.06.01","3","0","1","14.2","20","116+800","42","10","4","9006","POINT (-74.8390849199925 10.9435699793585)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","116","160","2.01","2012.06.01","1","0","2.3","12","20","116+160","42","10","2.7","9006","POINT (-74.8445873048572 10.9416656579871)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","115","980","2.014","2012.06.01","1","0","2.5","11.3","20","115+980","42","10","2.9","9006","POINT (-74.8461046913482 10.9408899484733)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","115","743","2.014","2012.06.01","1","0","2.5","11.85","20","115+743","42","10","2.9","9006","POINT (-74.8479869106059 10.939829748651)"
"ANI","1.3","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","115","358","2.015","2012.06.01","1","0","14","14","20","Arroyo Cañas","10","14","11.1","9006","POINT (-74.8512127126461 10.9386644667832)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","115","358","2.012","2012.06.01","1","0","11.1","11.7","20","Arroyo Cañas","10","14","12.1","9006","POINT (-74.8512127126461 10.9386644667832)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","115","60","2.012","2012.06.01","1","0","2.5","12.8","20","115+060","42","10","3","9006","POINT (-74.8538864238205 10.9382053139452)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","114","990","2.012","2012.06.01","1","0","2.5","14.4","20","114+990","42","10","3","9006","POINT (-74.8544239979753 10.9380465671938)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","114","750","2.012","2012.06.01","1","0","2.5","18.1","20","114+750","42","10","2.9","9006","POINT (-74.8565268353378 10.937423295378)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","114","40","2.012","2012.06.01","1","0","3.2","14","20","114+040","42","10","3.6","9006","POINT (-74.8613187308493 10.9332356435644)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","113","430","2.013","2012.06.01","1","0","3","11.6","20","113+430","42","10","3.4","9006","POINT (-74.8653712591259 10.9294219441011)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","107","585","2.014","2012.06.01","1","0","4.2","22.5","20","107+585","42","10","5","9006","POINT (-74.8894194560353 10.8849183415753)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","107","570","2.013","2012.06.01","1","0","4.5","19.85","20","107+570","42","10","5.1","9006","POINT (-74.8894504501604 10.8847862614294)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","106","740","2.013","2012.06.01","1","0","2.5","18.5","20","106+740","42","10","3","9006","POINT (-74.8916168556724 10.8786277929278)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","102","320","1.997","2012.06.01","1","0","3.6","16.1","20","102+320","42","10","4","9006","POINT (-74.900920675742 10.8409755475346)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","101","950","1.997","2012.06.01","1","0","3","19.27","20","101+950","42","10","3.6","9006","POINT (-74.9020456756398 10.8378186906789)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","101","260","1.997","2012.06.01","1","0","2.5","22.1","20","101+260","42","10","3.1","9006","POINT (-74.9050690264281 10.8324818158582)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","97","445","1.997","2012.06.01","1","0","4.2","14.45","20","97+445","42","10","4.8","9006","POINT (-74.9109593037175 10.8027284308709)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","96","620","1.997","2012.06.01","1","0","3","10.3","20","96+620","42","10","3.5","9006","POINT (-74.9063496225785 10.79705602489)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","90","240","1.997","2012.06.01","1","0","3","10.7","20","90+240","42","10","3.5","9006","POINT (-74.9126346881283 10.7445600510177)"
"ANI","0","0","Cartagena - Sabanalarga - Barranquilla y Acceso al Puente La","90","868","1.997","2012.06.01","1","15","15","15","20","Arroyo Grande","11","14","8.6","9006","POINT (-74.9147003047822 10.7498518366594)"
"ANI","1","1","San Onofre - Cartagena","38","555","1.997","2012.06.01","1","25","25","25","32","El Corral","10","14","9.7","9005","POINT (-75.2863192032166 9.9576666848337)"
"ANI","1","1","San Onofre - Cartagena","36","667","1.997","2012.05.17","1","41","41","41","32","Matuya","10","14","11.6","9005","POINT (-75.2993673744777 9.94652599277592)"
"ANI","0.35","0.35","San Onofre - Cartagena","27","835","1.966","2012.05.17","1","27.75","27.75","27.75","20","Retiro Nuevo","11","52","10.6","9005","POINT (-75.366566620967 9.90875005414883)"
"ANI","0.35","0.35","San Onofre - Cartagena","20","438","1.966","2012.05.15","1","13.4","13.4","13.4","20","Arroyo Chiquito","10","14","10.8","9005","POINT (-75.4050734078845 9.85631505537966)"
"ANI","0.35","0.35","San Onofre - Cartagena","18","173","1.966","2012.05.15","1","13.4","13.4","13.4","20","Corte Alto","10","14","10.55","9005","POINT (-75.4173715126724 9.8418726066223)"
"ANI","0.35","0.35","San Onofre - Cartagena","86","30","1.966","2012.05.08","1","14.7","14.7","20.5","20","Aguas vivas No.2","10","14","8.75","9005","POINT (-75.3862206729547 10.2968471843605)"
"ANI","0.35","0.35","San Onofre - Cartagena","85","900","1.966","2012.05.08","3","12.8","6.8","24.4","20","Aguas vivas No.1","20","14","8.8","9005","POINT (-75.3856595273368 10.2958715048603)"
"ANI","0.35","0.35","San Onofre - Cartagena","83","418","1.966","2012.05.15","1","10.9","10.9","10.9","20","Corral Negro","10","14","8.6","9005","POINT (-75.3720008941469 10.2799976049126)"
"ANI","0.35","0.35","San Onofre - Cartagena","82","160","1.966","2012.05.08","2","15.4","15.3","30","20","Pita","21","14","8.6","9005","POINT (-75.3632908961594 10.2737962583786)"
"ANI","0.35","0.35","San Onofre - Cartagena","77","200","1.961","2012.05.07","2","11.8","11.7","24.5","20","Arroyo Caimita","10","14","8.86","9005","POINT (-75.3423748228093 10.2383535821352)"
"ANI","0.35","0.35","San Onofre - Cartagena","70","748","1.964","2012.05.07","2","5.6","5.6","11.2","20","Corralito","42","10","8.8","9005","POINT (-75.3069439702577 10.1930540543912)"
"ANI","0.35","0.35","San Onofre - Cartagena","69","192","1.964","2012.05.01","6","15.8","14.5","60","20","Aliviadero 3","10","14","9.5","9005","POINT (-75.2974633606043 10.1823456773071)"
"ANI","0.35","0.35","San Onofre - Cartagena","68","451","1.964","2012.05.01","6","15.8","14.5","12","20","Aliviadero 2","10","14","9.5","9005","POINT (-75.2940671785748 10.1773176943401)"
"ANI","0.35","0.35","San Onofre - Cartagena","68","249","1.964","2012.05.01","6","15.8","14.5","12","20","Aliviadero 1","10","14","9.5","9005","POINT (-75.2940635228118 10.1754966975512)"
"ANI","0.35","0.35","San Onofre - Cartagena","66","487","1.964","2012.05.01","6","15.8","14.5","91.5","20","Gambote (Tramo #2)","10","14","9.5","9005","POINT (-75.2992593400598 10.1621448041799)"
"ANI","0.35","0.35","San Onofre - Cartagena","66","247","1.964","2012.05.01","2","15.7","14.8","30.5","20","Gambote (Tramo #1)","10","14","8.5","9005","POINT (-75.2975833976717 10.1607386954152)"
"ANI","0.67","0.65","San Onofre - Cartagena","66","570","1.964","2012.05.01","5","85","27","626","50","Gambote","60","42","9.3","9005","POINT (-75.2996881050612 10.1627449286029)"
"ANI","0.84","0.84","San Onofre - Cartagena","65","700","1.989","verificar","6","10","10","60","20","Viaducto No.3","10","14","10","9005","POINT (-75.2929301798702 10.156818674735)"
"ANI","0.84","0.84","San Onofre - Cartagena","64","925","1.988","2012.04.26","6","10.05","10","60.1","20","Viaducto No. 2 Sincerin","10","14","8.6","9005","POINT (-75.2870949199641 10.1518948622934)"
"ANI","0.84","0.84","San Onofre - Cartagena","64","394","1.98","2012.04.26","6","10","10","60","21","Viaducto No.1","10","14","8.55","9005","POINT (-75.2834084490631 10.1487809994731)"
"ANI","0.84","0.84","San Onofre - Cartagena","52","1","1.992","2012.04.23","1","15.65","15.65","15.65","20","El Limón","10","14","9.55","9005","POINT (-75.2475414214009 10.0691550353651)"
"ANI","0.84","0.84","San Onofre - Cartagena","48","350","1.997","2012.04.23","1","14.7","14.7","14.7","20","Arroyo Hondo","10","14","9.6","9005","POINT (-75.26037523321 10.0389921305475)"
"ANI","0.9","0.9","Lorica - San Onofre","102","335","1.997","2012.06.22","1","16.3","16.3","16.3","20","Torobe","10","14","10","9004","POINT (-75.5027310652915 9.72924808791489)"
"ANI","0.9","0.9","Lorica - San Onofre","102","207","1.997","2012.06.21","1","10.65","10.65","10.65","20","Arroyo Muerto","10","14","10.48","9004","POINT (-75.5019403422483 9.72842824733796)"
"ANI","0.9","0.9","Lorica - San Onofre","101","249","1.997","2012.06.20","3","4.35","4.35","13.4","20","Arroyo Pavita","42","10","10.1","9004","POINT (-75.4981840515679 9.72058423226837)"
"ANI","0.9","0.9","Lorica - San Onofre","100","100","1.997","2012.06.20","2","17.5","17.5","20.3","20","No tiene Nombre","10","14","10.1","9004","POINT (-75.4935813172431 9.71105449815994)"
"ANI","0.9","0.9","Lorica - San Onofre","100","64","1.997","2012.06.20","2","17.5","17.5","35","20","Cascajo","10","14","10.1","9004","POINT (-75.4934425210947 9.71075969176225)"
"INVIAS","0.9","0.9","Lorica - San Onofre","93","45","1.997","2012.06.19","1","13.3","13.3","13.3","20","Pita Bajo","10","14","11.02","9004","POINT (-75.4661579751011 9.65358711931292)"
"INVIAS","0.9","0.9","Lorica - San Onofre","91","109","1.997","2012.06.18","3","4.25","4.25","13","20","Arroyo Las Melenas","42","10","10.6","9004","POINT (-75.4582898138976 9.63795494309111)"
"INVIAS","0.9","0.9","Lorica - San Onofre","87","195","1.997","2012.06.02","2","34.55","18.3","52.85","30","Palenquillo","10","14","11.6","9004","POINT (-75.4277387279715 9.62071031195804)"
"INVIAS","1.25","1.25","Lorica - San Onofre","82","811","1.968","2012.06.16","1","23.7","23.7","23.7","20","Chinulito","10","14","8.4","9004","POINT (-75.4036446350097 9.5922805773136)"
"INVIAS","1.25","1.25","Lorica - San Onofre","80","858","1.968","2012.06.16","1","13","13","13","20","Mermeja","10","14","8.8","9004","POINT (-75.4091936564464 9.57562410800868)"
"INVIAS","1.25","1.25","Lorica - San Onofre","79","429","1.968","2012.06.04","1","15.8","15.8","15.8","20","El Bobo","10","14","8.5","9004","POINT (-75.4138837922091 9.56394603301446)"
"INVIAS","1.25","1.25","Lorica - San Onofre","76","773","1.968","2012.06.13","1","11.6","11.6","11.6","20","Camaron","10","14","8.58","9004","POINT (-75.4168554495943 9.542330270583)"
"INVIAS","1.25","1.25","Lorica - San Onofre","76","93","1.968","2012.06.12","1","13.9","13.9","13.9","20","Macajan","10","14","8.5","9004","POINT (-75.4181358163544 9.53636956249395)"
"INVIAS","1.25","1.25","Lorica - San Onofre","73","152","1.968","2012.05.24","1","12.5","12.5","12.5","20","Macumba","10","14","8.9","9004","POINT (-75.4212018729307 9.51049502449774)"
"INVIAS","1.25","1.25","Lorica - San Onofre","47","442","1.968","2012.05.23","1","21.3","21.3","21.3","20","Pechelin II","10","14","9.7","9004","POINT (-75.5824827748154 9.51231603288879)"
"INVIAS","0.93","0.93","Lorica - San Onofre","45","286","1.968","2012.05.22","4","3.2","3.2","13","20","Arroyo la Perdiz","42","10","13.2","9004","POINT (-75.5915468819146 9.49965750146253)"
"ANI","1.2","1.2","Lorica - San Onofre","36","870","1.988","2012.05.21","2","21.4","21.1","42.5","21","Boca de la Cienaga","10","14","10","9004","POINT (-75.6290064807851 9.43515584103088)"
"INVIAS","1.1","1.1","Lorica - San Onofre","30","272","1.988","2012.05.18","1","21.3","21.3","21.3","21","Amansaguapos","10","14","9.6","9004","POINT (-75.6746367747896 9.40035804121095)"
"INVIAS","0.7","0.7","Lorica - San Onofre","29","156","1.996","2012.05.15","1","11","11","11","20","Villeros (Amanza Guapo)","10","14","8.4","9004","POINT (-75.6825210537812 9.40163882961369)"
"INVIAS","0.7","0.7","Lorica - San Onofre","24","768","1.996","2012.05.14","1","12","12","12","20","El Carbonero","10","14","9","9004","POINT (-75.7155858502041 9.40322457382173)"
"ANI","0.7","0.7","Lorica - San Onofre","19","863","1.996","2012.05.12","1","11","11","11","20","El Basurero","10","14","9","9004","POINT (-75.7486681923545 9.37530771354532)"
"ANI","0.7","0.7","Lorica - San Onofre","10","598","1.996","2012.05.10","1","13.3","13.3","13.3","20","Qda. El Pepo","10","14","9.9","9004","POINT (-75.7990754928441 9.31785504660009)"
"INVIAS","0.7","0.7","Puerto Rey - Moñitos - Lorica","38","58","1.957","2012.04.26","6","83","38.4","284","30","La Doctrina","21","30","5.05","9003","POINT (-75.8957751190992 9.28474604830523)"
"INVIAS","0","0","Puerto Rey - Moñitos - Lorica","25","776","1.957","2012.04.20","1","46.5","46.5","46.5","51","La Balsa","11","40","4.48","9003","POINT (-75.9776664174069 9.35834230800241)"
"INVIAS","0","0","Puerto Rey - Moñitos - Lorica","12","408","1.965","2012.04.28","1","13.5","13.5","13.5","20","Paso Nuevo (Fajardo)","10","12","5.1","9003","POINT (-76.0847322963492 9.31755570026945)"
"INVIAS","0","0","Puerto Rey - Moñitos - Lorica","7","188","1.965","2012.04.27","1","12.3","12.3","11","20","Corpas","10","12","5","9003","POINT (-76.0903264943802 9.28244290414145)"
"INVIAS","0","0","Puerto Rey - Moñitos - Lorica","3","713","1.965","2012.04.27","1","12.3","12.3","12.3","20","Coha Bajo","10","12","5","9003","POINT (-76.1011536502638 9.25508996396112)"
"INVIAS","0","0","Necoclí - Puerto Rey","82","0","1.965","2007.01.06","1","25.3","25.3","25.3","92","82+000","92","92","9.34","9002","POINT (-76.4251012646044 8.8497100268643)"
"INVIAS","0","0","Necoclí - Puerto Rey","2","200","1.965","2007.01.06","1","26.71","26.71","26.71","13","2+200","92","92","8.8","9002","POINT (-76.7778986003738 8.44415796805997)"
"INVIAS","0","0","Necoclí - Puerto Rey","78","60","1.965","2007.01.06","1","28.7","28.7","28.7","12","78+0060","92","92","8.3","9002","POINT (-76.4431902024746 8.83962216237514)"
"INVIAS","0","0","Necoclí - Puerto Rey","72","260","1.965","2007.01.06","1","20.5","20.5","20.5","12","Valandra","92","92","8.3","9002","POINT (-76.4834285914952 8.81583867225348)"
"INVIAS","0","0","Necoclí - Puerto Rey","63","270","1.965","2007.01.06","3","37.5","37.5","110","13","Rio San Juan","92","92","8.1","9002","POINT (-76.526473908096 8.75974551138654)"
"INVIAS","0","0","Necoclí - Puerto Rey","53","360","1.965","2007.01.06","1","36","36","36","92","Damaquiel","92","92","8.1","9002","POINT (-76.5975400277555 8.71900050098549)"
"INVIAS","0","0","Necoclí - Puerto Rey","49","583","1.965","2007.01.06","1","0","0","35","20","Sabanilla","92","92","8.3","9002","POINT (-76.6250338460358 8.70454088757134)"
"INVIAS","0","0","Necoclí - Puerto Rey","47","308","1.965","2007.01.06","1","11","11","11","92","47+308","92","92","8.2","9002","POINT (-76.6281941827908 8.68645523279762)"
